author,published,like_count,comment
classicrock2560,2021-04-19T02:47:50Z,0,There won't be any excitement as we know we human being get bored when we see same thing again and again and this league will fail
mohamadyousef177,2021-04-19T02:47:44Z,0,From where they will pay those big signings . Fans wants top singing. Stop.this drama . Its addtional compatitions. No one can deny players from playing . Its war of power thats it
DBuckyBoy,2021-04-19T02:47:40Z,0,It's the Eurovision for Foot ball lol
mexicanpaddy,2021-04-19T02:47:28Z,0,Owners of these clubs are foreigners.
rehanrajabali,2021-04-19T02:47:15Z,0,I'll be supporting my local club now...RIP
MM-gr7pc,2021-04-19T02:46:26Z,0,Im an EX Arsenal Fan.
letsshtthemup3419,2021-04-19T02:46:24Z,0,I'm an ex man utd fan who's started supporting F.c. United... Fuck city & United the greedy fuckers!!
maxmurray79,2021-04-19T02:46:22Z,0,"This world is ending, better fucking believe it btw. This shits only going to get worse and its only just begun. The rhetorical domino has been knocked and we’re flying full speed into a future of absolute fucking chaos and the funny thing is nobody gives a flying fuck as long as they’re doing ‘okay’ today. How depressingly sad we as a global society have became. Blinded by greed. Eyes wide shut."
BigusDickus848,2021-04-19T02:45:45Z,0,Leave our super fair PL alone. £150 million for Haaland is a bargain.
bullereye111,2021-04-19T02:44:49Z,0,"Pep Guardiola has already come out against the European Super League! Google it, he spoke about it In January."
firecelt123,2021-04-19T02:44:34Z,0,"Kick the 6 teams out, expand the league to invite 5  teams from scotland and 1 from N.Ireland."
Ian-lx1iz,2021-04-19T02:44:10Z,0,"No, what Matt Busby said, was: 'Football is NOTHING without threats of bans for anyone wanting things to change.'"
mattdobz,2021-04-19T02:43:49Z,8,Now Everton can go from impossible to highly unlikely in winning the Premier League.
lindenjrashby8619,2021-04-19T02:43:40Z,0,Rip Manchester United 1878 /2021 fuck glazers
aldorfc7287,2021-04-19T02:43:38Z,0,No matter what use will still follow your team and watch them
kicksbycris5100,2021-04-19T02:43:27Z,0,"""4 fantastic leagues in our pyramid"" bro wheres the competition. Wheres the opportunity for them to climb the pyramid? Talking about how its gonna take away from that dream of some day playing against the best. Bro where is that opportunity if its the same clubs winning the league, the same clubs finishing within the top 6. Explain to me where the pyramid holds the highest regard of competition. They know that this will hurt the FA, UEFA and FIFA and every other domestic league."
alijr8085,2021-04-19T02:43:12Z,0,Bye WORLD CUP 2022 😔😔😔😔
craigminto2057,2021-04-19T02:43:09Z,0,"I couldnt agree more with Danny and Dion  regarding this super league nonsense
which will rip the heart out of football Hurting the fans again because of bloody 
money !!!! Craig"
jusskitten9773,2021-04-19T02:41:41Z,0,Sounds like the NFL
icecool2383,2021-04-19T02:41:39Z,0,"Tottenham can barely win now, how will they cope in the super league?"
nareshkhemai1769,2021-04-19T02:40:50Z,0,Do it also in the world cup the fifa rankin from 1 to 20 let they only play the the finals of world cup
theme8314,2021-04-19T02:40:50Z,0,Cricket pundits and who it may concern with....If Super League is been introduced ....The interest as a Fan in a Football will be drastically ..fall down.... Please for godshake do not mess beauty of football with money .🙏🏼
kopend8638,2021-04-19T02:40:45Z,0,"i hope many fans boycott the games, so i can finally get a season ticket for liverpool"
brunomartins6627,2021-04-19T02:40:38Z,0,"FC Porto fan in here 

We love to beat big teams and sneak into final stages of big competitions....
Is not that what football is about???
Rip it"
HamzaAbubakarJ,2021-04-19T02:39:22Z,0,"It is the  American style league they want to adopt for Europe. This is exactly how the NFL, NBA etc are being operated. A cartel of owners with absolute monopoly on everything. Soon you will see salary caps and all sorts of nonsense being introduced; all in an effort to maximize profit for these clubs. It’s all about the money. How selfish. Manutd, it’s goodbye!!!! I’m out"
1204dean,2021-04-19T02:38:47Z,0,Bbc and sky sports also turned it political
mohahmed6423,2021-04-19T02:38:21Z,0,"What is the Fuzz about this, Is it money or the English feeling there league will be one grade down to be the 2nd best league."
nareshkhemai1769,2021-04-19T02:37:56Z,1,After the world cup the champions leauge is the highest level of a club competition.
DBuckyBoy,2021-04-19T02:37:54Z,0,"""It's the future of football in Europe!"" ......... So was metal fencing to keep ""supporters"" separated. How did THAT go?"
arcticmonkey4326,2021-04-19T02:37:18Z,0,"This will bring all football fans together in opposing this ridiculous idea. Despite our rivalries, let's unite and show these greedy pricks that football is all about the fans."
TATYDDUP,2021-04-19T02:37:05Z,0,Everton!
Jonathan-qo1ir,2021-04-19T02:36:19Z,0,I still think its a massive bluff from these 12 European clubs to gain more power and money from Uefa.
nareshkhemai1769,2021-04-19T02:36:19Z,0,Fuck ALL 12 CLUBS WHO IS NOT RESPECTIN THEIR FANS!!!! NOTHIN NO SUPER DUPER SHIT LEAUGE WIL BEAT THE CHAMPIONS LEAUGE!!!!!!
rahulsikdar7210,2021-04-19T02:35:58Z,0,9 years of supporting real Madrid i will support Swansea city
hamzaxo5247,2021-04-19T02:34:13Z,1,what a shame for united
antonioreis8394,2021-04-19T02:34:04Z,1,Madrid fan here. Looks like my time as one is coming to an end
boneo_the_muso3493,2021-04-19T02:33:29Z,0,"SHAME da-ding-da-ding-da-ding (that's the bell for the pig's trough)
SHAME da-ding-da-ding-da-ding 
SHAME da-ding-da-ding-da-ding
SHAME da-ding-da-ding-da-ding
SHAME da-ding-da-ding-da-ding"
rfc5576,2021-04-19T02:33:05Z,0,"Don't know whats so super about it, no competition, fucken rubbish. Disgusting."
khelanengti1742,2021-04-19T02:32:34Z,0,Mls system
seshadhri_s,2021-04-19T02:32:09Z,0,"16 years of being a Liverpool fan. Time to transfer to one of the other clubs not in the ESL. West Ham, Leicester, Newcastle, Shrewsbury and anyone outside of the 12, make your cases."
arcticmonkey4326,2021-04-19T02:32:05Z,0,"So that's it then, its done. I no longer support man utd, I'll just watch golf now."
olu674,2021-04-19T02:30:29Z,0,This is football cleansing itself. The football Great Depression. They need to recoup all the money they lost during the covid. It's strictly business
mariobasler3221,2021-04-19T02:28:10Z,0,"They are thinking about fans ...in Asia, America and the Middle East."
MESSI-fx1ob,2021-04-19T02:28:07Z,0,"The players and managers should come out and stop this shit
Edit: fucking have to"
jcflores1774,2021-04-19T02:28:03Z,0,My favorrte teams were Athletico Madrid and Tottenham. But now viva  Leicester and Sevilla!!!!!!
LuisMoreno-ks8yy,2021-04-19T02:27:45Z,0,Arsenal and Tottenham fans y’all must be very excited for this crap
mariobasler3221,2021-04-19T02:27:20Z,0,"The Premier League is getting Premier Leagued.
Lol"
ianlamotte3394,2021-04-19T02:27:11Z,0,Welcome to the new world order
mesutozil9379,2021-04-19T02:27:00Z,0,If u respect football u should've quit your job
paulausten5786,2021-04-19T02:26:48Z,0,"Kick all the clubs & players out of their respective leagues, ban them from all fifa & uefa competitions. Give all the teams they play the 3 pts. Promote the top 6 teams from all divisions to replace them. If they want to come back the start in division 2 with a transfer budget of the average division 2 team. 
When will these owners understand we don’t want a nfl version of football. Just greed pure greed."
georgiegorge6679,2021-04-19T02:26:31Z,0,"one Aussie word for these 12 clubs ,C...S"
amfproject,2021-04-19T02:26:27Z,0,"Greed is rife and gas been fir years, players, managers owners, agents. Ticket prices. All a load bollocks"
mcbean8659,2021-04-19T02:26:13Z,0,To be fair aussie sporting codes are based on a non relegation/salary cap system with a draft that means everyteam rises and falls with an opportunity to build a premiership side roughly every 18 years
coyscoyscoys2685,2021-04-19T02:25:41Z,0,Fam we can’t even beat Everton how do you expect us to compete against Barcelona and Juventus ffs
crispendaysh3401,2021-04-19T02:24:49Z,0,I agree with Danny Murphy and Dion Dublin it’s awful that they are going ahead with that rubbish super league. I’m upset with the 6 that’s going to be in it.
Dodelijk144,2021-04-19T02:24:39Z,0,I guess i'm a Leeds fan now.
wleon4068,2021-04-19T02:24:36Z,0,I can see Klopp resigning over this.
Juvnus,2021-04-19T02:23:48Z,0,I refuse to support Juventus if they participate in this league I have seen us cheat before and I refuse to see it happen again
ryantatro4442,2021-04-19T02:23:34Z,0,It's so sad what greed does. No amount of money is ever enough. Owner's will never have enough money. It's pathetic and sad.
